Publication Name,Parent Company,City,State,Type,Audit Source,Report Date,Sun/Sat,Wkdy
Idaho Press-Tribune,Pioneer Publishing,Nampa,ID,DLY,CAC,06/2013-AR,"28,743","19,937"
Idaho State Journal,"Idaho State Publishig, LLC",Pocatello,ID,DLY,CAC,06/2013-AR,"17,768","16,521"
Idaho Statesman,McClatchy Company,Boise,ID,DLY,AAM,06/2013-AR,"67,064","50,739"
Ile Camera,Heritage Newspapers,Grosse Ile,MI,WKL,CAC,03/2014-AR,,"1,729"
Impacto Latin News,Impacto Latin News,New York,NY,WKL,CAC,03/2013-AR,,"282,016"
Imperial Valley Press,Associated Desert Newspapers,El Centro,CA,DLY,CAC,03/2013-AR,"9,158","8,707"
Independent,GateHouse Media,Massillon,OH,CND,AAM,12/2013-AR,,"8,868"
Independent,"Community Newspaper Holdings, Inc. (CNHI)",Ashland,KY,CND,AAM,12/2013-AR,"14,156","12,811"
Independent,"Ogden Newspapers, Inc.",Marshall,MN,CND,AAM,12/2012-AR,"5,952","5,841"
Independent,"Gallup Independent Newspaper, Inc.",Gallup,NM,CND,AAM,12/2013-AR,,"12,982"
Independent,Greater Media Newspapers,Manalapan,NJ,WKL,CAC,09/2013-AR,,"32,402"
"Independent Newsmedia, Inc. (AZ)","Independent Newsmedia, Inc.",Sun City,AZ,WKL,CAC,See Reports,,
"Independent Newspapers, Inc (DE/MD)","Independent Newsmedia, Inc.",Dover,DE,WKL,CAC,See Reports,,
Independent Record,"Lee Enterprises, Incorporated",Helena,MT,CND,AAM,09/2012-AR,"13,124","12,655"
Independent Review,Red Wing Publications,Litchfield,MN,WKL,CAC,06/2012-AR,"10,947","2,984"
Independent Tribune,World Media Enterprises,Concord,NC,WKL,CAC,12/2012-AR,"11,555","10,549"
Index-Journal,Index Journal Co.,Greenwood,SC,CND,AAM,09/2013-AR,"12,154","11,184"
India Abroad,"India Abroad Publications, Inc.",New York,NY,WKL,AAM,09/2013-AR,,"26,081"
Indiana Gazette,"Indiana Printing & Publishing Co, Inc.",Indiana,PA,CND,AAM,06/2013-AR,"13,950","13,718"
Indianapolis Star,Gannett Company Inc.,Indianapolis,IN,DLY,AAM,12/2012-AR,"291,659","159,037"
Indianapolis Star-Yes! Your Essential Shopper,Gannett Company Inc.,Indianapolis,IN,BE,AAM,12/2012-AR,"39,099",
Indice,GFR Media - Indice,San Juan,PR,DLY,CAC,12/2013-AR,,"124,413"
Inside Arden,Inside Publications,Sacramento,CA,WKL,CAC,09/2012-AR,,"23,138"
Inside East Sacramento,Inside Publications,Sacramento,CA,WKL,CAC,09/2012-AR,,"16,116"
Inside Publications,Inside Publications,Sacramento,CA,WKL,CAC,09/2012-AR,,"58,637"
Inside The City,Inside Publications,Sacramento,CA,WKL,CAC,09/2012-AR,,"19,383"
Insight News,"McFarlane Media Interests, Inc.",Minneapolis,MN,WKL,CAC,06/2012-AR,,"30,276"
Intelligencer,Calkins Media,Bucks County (Doylestown P.O.),PA,DLY,AAM,06/2012-AR,"40,063","32,080"
"Intelligencer, Wheeling News Register","Ogden Newspapers, Inc.",Wheeling,WV,DLY,AAM,03/2013-AR,"30,461","25,079"
Inter-Mountain,"Ogden Newspapers, Inc.",Elkins,WV,CND,AAM,03/2013-AR,"9,047","7,962"
Investor's Business Daily,"Data Analysis, Inc.",Los Angeles,CA,DLY,AAM,03/2014-AR,,"183,276"
Iowa City Press-Citizen,Gannett Company Inc.,Iowa City,IA,CND,AAM,09/2013-AR,638,"9,944"
IRON MOUNTAIN DAILY NEWS,"Nutting Newspapers, Inc.",Iron Mountain-Kingsford,MI,CND,AAM,03/2014-AR,"7,965","7,228"
Irondequoit Post,Messenger Post Newspapers,Canandaigua,NY,WKL,CAC,06/2012-AR,,"9,091"
Isanti County News,ECM Publishers Inc.,Cambridge,MN,WKL,CAC,12/2012-AR,,"13,044"
Island Packet,McClatchy Company,Hilton Head Island,SC,CND,AAM,03/2012-AR,"21,448","18,709"
Island's Sounder,Sound Publishing,Eastsound,WA,WKL,CAC,03/2012-AR,,"1,479"
Island's Weekly,Sound Publishing,Lopez Island,WA,WKL,CAC,03/2012-AR,,"2,031"
Ispwich Chronicle,GateHouse Media,Ipswich,MA,WKL,AAM,03/2013-AR,,"2,605"
Issaquah/Sammamish Reporter,Sound Publishing,Bellevue,WA,WKL,CAC,03/2012-AR,,"24,841"
Ithaca Journal,Gannett Company Inc.,Ithaca,NY,CND,AAM,06/2012-AR,"15,090","10,282"
Jackson Citizen Patriot,"Advance Publications, Inc.",Jackson,MI,DLY,AAM,12/2011-AR,"28,530","23,435"
Jackson County Floridan,"BH Media Group Holdings, Inc.",Marianna,FL,CND,AAM,03/2014-AR,"4,534","4,625"
Jackson Sun,Gannett Company Inc.,Jackson,TN,CND,AAM,03/2012-AR,"31,292","22,187"
Jacksonville Journal-Courier,"Civitas Media, LLC",Jacksonville,IL,CND,AAM,03/2012-AR,"11,508","11,482"
Janesville Gazette,"Bliss Communications, Inc.",Janesville,WI,CND,AAM,03/2013-AR,"22,263","17,494"
Jeffersonian Thursday Edition,Patuxent Publishing Company,Baltimore,MD,WKL,CAC,09/2013-AR,,"1,238"
Jeffersonian Tuesday Edition,Patuxent Publishing Company,Baltimore,MD,WKL,CAC,09/2013-AR,,"1,193"
Jersey Journal,Newhouse Newspapers,Jersey City,NJ,DLY,AAM,09/2013-AR,"17,145","14,942"
JG-TC,"Lee Enterprises, Incorporated",Mattoon,IL,CND,AAM,12/2013-AR,"11,875","12,022"
Johnson City Press,Johnson City Publishing Corp - Johnson City Press,Johnson City,TN,DLY,AAM,06/2013-AR,"31,914","25,418"
Johnson City Press-Sunday Stories,Johnson City Publishing Corp - Johnson City Press,Johnson City,TN,BE,AAM,06/2013-AR,"5,002",
Joplin Globe,"Community Newspaper Holdings, Inc. (CNHI)",Joplin,MO,CND,AAM,12/2013-AR,"26,338","20,676"
Journal,"Ogden Newspapers, Inc.",Martinsburg,WV,CND,AAM,03/2013-AR,"16,244","14,719"
Journal,"Ogden Newspapers, Inc.",New Ulm,MN,CND,AAM,12/2011-AR,"7,602","7,047"
Journal,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"33,727"
Journal And Courier,Gannett Company Inc.,Lafayette-West Lafayette,IN,DLY,AAM,03/2012-AR,"36,003","26,791"
Journal Gazette News Sentinel,"Ogden Newspapers, Inc.",Fort Wayne,IN,DLY,AAM,12/2013-AR,"66,471","59,479"
Journal Inquirer,Journal Inquirer Publishing Company,Manchester,CT,DLY,AAM,03/2012-AR,"35,000","31,578"
Journal News,Gannett Company Inc.,White Plains,NY,DLY,AAM,03/2013-AR,"88,061","67,452"
Journal News,"Cox Media Group Ohio, Inc.",Hamilton,OH,DLY,AAM,03/2013-AR,"18,828","14,520"
Journal News TMC Group,Gannett Company Inc.,White Plains,NY,WKL,AAM,See Reports,,
Journal of the San Juan Islands,Sound Publishing,Friday Harbor,WA,WKL,CAC,03/2012-AR,,"1,873"
Journal Review,"Montgomery County Newspapers, Inc.",Crawfordsville,IN,DLY,CAC,09/2013-AR,,"5,370"
Journal Star,GateHouse Media,Peoria,IL,DLY,AAM,12/2013-AR,"66,625","56,773"
Journal Star-À La Carte,GateHouse Media,Peoria,IL,BE,AAM,12/2013-AR,"2,166",
Journal Times,"Lee Enterprises, Incorporated",Racine,WI,DLY,AAM,09/2012-AR,"27,713","25,818"
Journal-Register,"Community Newspaper Holdings, Inc. (CNHI)",Medina,NY,DLY,AAM,12/2013-AR,,"1,579"
Journal-Standard,GateHouse Media,Freeport,IL,DLY,AAM,03/2013-AR,"9,214","8,635"
Kalamazoo Gazette,"Advance Publications, Inc.",Kalamazoo,MI,DLY,AAM,12/2011-AR,"55,410","39,752"
Kane County Chronicle,Shaw Media,St. Charles,IL,CND,AAM,03/2013-AR,"11,116","12,594"
Kansas City Star,McClatchy Company,Kansas City,MO,DLY,AAM,03/2013-AR,"278,335","186,350"
Kearney Hub,"BH Media, Inc.",Kearney,NE,DLY,CAC,12/2012-AR,"11,084","10,649"
Keene Sentinel,Keene Publishing Corporation,Keene,NH,CND,AAM,09/2013-AR,"9,804","9,078"
Kelowna Capital News,"Black Press Group, Ltd.",Kelowna,BC,WKL,AAM,12/2013-AR,,"48,757"
"Kennebec Journal, Kennebec Journal Sunday",MaineToday Media,Augusta,ME,CND,AAM,03/2013-AR,"10,906","10,492"
Kenosha News,United Communications Corporation,Kenosha,WI,CND,AAM,09/2012-AR,"26,020","21,927"
Kent County Daily Times,Southern Rhode Island Newspapers,West Warwick,RI,DLY,CAC,06/2013-AR,,"1,618"
Kent Reporter,Sound Publishing,Kent,WA,WKL,CAC,03/2012-AR,,"25,134"
Kentucky New Era,"Kentucky New Era, Inc.",Hopkinsville,KY,CND,AAM,09/2013-AR,,"7,944"
Kenyon Leader,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,"3,434"
Kerrville Daily Times,"Southern Newspapers, Inc.",Kerrville,TX,DLY,CAC,03/2013-AR,"9,136","7,869"
Kettle Moraine Index,Journal Community Publishing Group,Hartland,WI,WKL,AAM,03/2012-AR,,"1,012"
Key West Citizen,Cooke Communication Florida LLC,Key West,FL,CND,AAM,03/2014-AR,"7,920","7,885"
Killeen Daily Herald,"Frank Mayborn Enterprise, Inc.",Killeen,TX,CND,AAM,03/2012-AR,"19,071","15,245"
Kingsport Times-News,"Sandusky Newspapers, Inc.",Kingsport,TN,DLY,AAM,09/2013-AR,"42,425","34,095"
Kingsport Times-News-Sunday Stories,"Sandusky Newspapers, Inc.",Kingsport,TN,BE,AAM,09/2013-AR,"6,182",
Kingston Community News,Sound Publishing,Poulsbo,WA,WKL,CAC,03/2012-AR,,"8,601"
Kingston Reporter,Memorial Press Group Newspapers,Marshfield,MA,WKL,CAC,09/2013-AR,,"1,322"
Kirkland Reporter,Sound Publishing,Kirkland,WA,WKL,CAC,03/2012-AR,,"25,631"
Kitsap Sun,E.W. Scripps Co.,Bremerton,WA,DLY,AAM,03/2013-AR,"22,171","29,260"
Kitsap Sun-Bainbridge Islander,E.W. Scripps Co.,Bremerton,WA,BE,AAM,03/2013-AR,,"10,000"
Kitsap Sun-Gig Harbor Life,E.W. Scripps Co.,Bremerton,WA,BE,AAM,03/2013-AR,,"14,794"
Kitsap Sun-North Mason Life,E.W. Scripps Co.,Bremerton,WA,BE,AAM,03/2013-AR,,"7,195"
Kitsap Sun-Northwest Navy Life,E.W. Scripps Co.,Bremerton,WA,BE,AAM,Click Qtrly,,
Kitsap Sun-Shelton Life,E.W. Scripps Co.,Bremerton,WA,BE,AAM,03/2013-AR,,"14,868"
Kitsap Veterans Life,Sound Publishing,Silverdale,WA,WKL,CAC,03/2012-AR,,"7,414"
Knoxville News Sentinel,E.W. Scripps Co.,Knoxville,TN,DLY,AAM,06/2013-AR,"106,017","80,527"
L'Ora Di Ottawa,L'Ora di Ottawa (1987) Ltd.,Ottawa,ON,WKL,AAM,03/2013-AR,,"1,745"
La Crosse Tribune,"Lee Enterprises, Incorporated",La Crosse,WI,DLY,AAM,03/2014-AR,"33,016","24,059"
La Estrella en Casa,The McClatchy Company,Fort Worth,TX,WKL,CAC,06/2013-AR,"121,322",
La Frontiere,Quebecor Communications Inc.,Rouyn-Noranda,QC,WKL,AAM,09/2013-AR,,"1,740"
La Opinion,Lozano Enterprises,Los Angeles,CA,DLY,AAM,03/2013-AR,"37,881","115,977"
La Opinion - Contigo,ImpreMedia Publications,Los Angeles,CA,WKL,CAC,06/2013-AR,"255,091",
La Opinion-La Opinion Contigo,Lozano Enterprises,Los Angeles,CA,BE,AAM,03/2013-AR,,"255,091"
La Prensa - Orlando,"ImpreMedia Florida, LLC",Longwood,FL,WKL,CAC,06/2013-AR,,"33,844"
La Presse,Gesca Ltee,Montreal,QC,DLY,AAM,03/2013-AR,"261,715","214,682"
La Raza,Sound Publishing,Everett,WA,WKL,CAC,03/2012-AR,,"9,887"
La Raza Newspaper,"La Raza Chicago, Inc. an ImpreMedia Company",Chicago,IL,WKL,CAC,06/2013-AR,"153,435",
La Semana,"Editorial Semana, Inc.",Caguas,PR,WKL,CAC,12/2012-AR,,"80,060"
La Sentinelle De Chibougamau-Chapais,Quebecor Communications Inc.,Chibougamau,QC,WKL,AAM,03/2012-AR,,"2,099"
La Tribune,Gesca Ltee,Sherbrooke,QC,DLY,AAM,03/2013-AR,"32,824","30,454"
La Voix De L'Est,Gesca Ltee,Granby,QC,DLY,AAM,03/2013-AR,"16,135","14,952"
La Voz Bilingue,"La Voz Publishing Co., Inc.",Denver,CO,WKL,CAC,12/2012-AR,,"26,157"
Laguna Woods Globe,"Freedom Communications Holdings, Inc.",Santa Ana,CA,CNW,AAM,03/2014-AR,,"7,219"
Lahontan Valley News,Swift Publications,Fallon,NV,WKL,CAC,12/2013-AR,,"2,877"
Lake Charles American Press,Lake Charles American Press,Lake Charles,LA,DLY,AAM,12/2012-AR,"35,421","29,382"
Lake Country Publications,Journal Community Publishing Group,Hartland,WI,WKL,AAM,03/2012-AR,,"13,043"
Lake Country Reporter,Journal Community Publishing Group,Hartland,WI,WKL,AAM,03/2012-AR,,"5,112"
Lake County Record Bee,Lake County Publishing Co.,Lakeport,CA,CND,AAM,06/2013-AR,"6,099","5,419"
Lambertville Beacon,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,765
Lancaster Eagle-Gazette,Gannett Company Inc.,Lancaster,OH,CND,AAM,12/2013-AR,"9,844","8,019"
"Lancaster New Era, Intelligencer Journal","Lancaster Newspapers, Inc.",Lancaster,PA,DLY,AAM,12/2013-AR,"95,501","75,659"
"Lancaster New Era, Intelligencer Journal-Lancaster Style","Lancaster Newspapers, Inc.",Lancaster,PA,BE,AAM,Click Qtrly,,
Langley Times,"Black Press Group, Ltd.",Langley,BC,WKL,AAM,12/2013-AR,,"36,318"
Lansing State Journal,Gannett Company Inc.,Lansing-East Lansing,MI,DLY,AAM,06/2012-AR,"64,523","41,324"
Laredo Morning Times,Hearst Newspapers,Laredo,TX,CND,AAM,12/2013-AR,"15,245","12,831"
Las Cruces Sun-News,"MediaNews Group, Inc.",Las Cruces,NM,CND,AAM,06/2013-AR,"24,189","23,025"
Las Vegas Review Journal,Stephens Media Group,Las Vegas,NV,DLY,AAM,03/2013-AR,"197,207","252,110"
Las Vegas Review Journal-El Tiempo,Stephens Media Group,Las Vegas,NV,BE,AAM,03/2013-AR,,"47,969"
Las Vegas Review Journal-Living,Stephens Media Group,Las Vegas,NV,BE,AAM,03/2013-AR,"45,000",
Las Vegas Review Journal-Rj Select,Stephens Media Group,Las Vegas,NV,BE,AAM,Click Qtrly,,
Las Vegas Review Journal-View,Stephens Media Group,Las Vegas,NV,BE,AAM,03/2013-AR,,"499,921"
Laurel Leader,Patuxent Publishing Company,Baltimore,MD,WKL,CAC,09/2013-AR,,"30,401"
Lawrence Journal-World,The World Company,Lawrence,KS,CND,AAM,09/2012-AR,"16,170","15,141"
Lawrence Ledger,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,"2,942"
Lawton Constitution Sunday Contitution,"Lawton Publishing Co., Inc.",Lawton,OK,CND,AAM,12/2013-AR,"22,217","20,077"
Le Canada Francais,TC Media,St. Jean - Sur - Richelieu,QC,CNW,AAM,06/2013-AR,,"11,282"
Le Center Leader,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,817
Le Courrier De Saint Hyacinthe,DBC Communications Inc.,St. Hyacinthe,QC,CNW,AAM,06/2013-AR,,"11,522"
Le Devoir,Le Devoir Inc.,Montreal,QC,DLY,AAM,03/2013-AR,"51,829","32,288"
Le Droit,Gesca Ltee,Ottawa-Ontario,ON,DLY,AAM,03/2012-AR,"36,634","36,135"
Le Nouvelliste,Gesca Ltee,Trois Rivieres,QC,DLY,AAM,03/2012-AR,"47,738","44,221"
Le Quotidien,Gesca Ltee,Chicoutimi,QC,CND,AAM,03/2012-AR,"27,583","26,985"
Le Radar,Imprimerie Le Radar Inc.,Cap Aux Meules,QC,WKL,AAM,09/2012-AR,,"2,391"
Le Soleil,Gesca Ltee,Quebec,QC,DLY,AAM,03/2013-AR,"98,806","76,478"
Le Sueur News-Herald,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,961
"Leader-Herald, Sunday Leader-Herald","Ogden Newspapers, Inc.",Gloversville and Johnstown,NY,CND,AAM,12/2013-AR,"10,102","7,734"
Leader-Post,Postmedia Network Inc.,Regina,SK,DLY,AAM,03/2013-AR,"42,599","41,193"
Leader-Telegram,Eau Claire Press Company,Eau Claire,WI,DLY,AAM,03/2013-AR,"27,597","21,904"
Leaf-Chronicle,Gannett Company Inc.,Clarksville,TN,CND,AAM,06/2012-AR,"19,392","14,630"
Lebanon Daily News,"MediaNews Group, Inc.",Lebanon,PA,CND,AAM,06/2013-AR,"22,415","19,743"
Ledger,Halifax Media Holdings LLC,Lakeland,FL,DLY,AAM,12/2012-AR,"62,476","42,828"
Ledger Independent,"Lee Enterprises, Incorporated",Maysville,KY,CND,AAM,09/2012-AR,"7,152","6,316"
Ledger-Enquirer,McClatchy Company,Columbus,GA,DLY,AAM,03/2012-AR,"41,620","32,756"
Leesburg Today,HPR-Hemlock LLC d/b/a Northern Virginia Media Serv,Leesburg,VA,WKL,CAC,06/2013-AR,,"43,758"
Lemont Reporter/Met,Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"4,325"
Leonia Life,North Jersey Media Group,Hackensack,NJ,WKL,AAM,12/2013-AR,,"2,739"
Lethbridge Herald,"Alberta Newspaper Group, Inc.",Lethbridge,AB,CND,AAM,12/2012-AR,"15,555","16,299"
Lexington Herald-Leader,McClatchy Company,Lexington,KY,DLY,AAM,12/2012-AR,"108,471","84,602"
Lexington Minuteman,GateHouse Media,Lexington,MA,WKL,AAM,03/2013-AR,,"4,328"
Life-Berwyn/Cicero/Forest View/Stickney,Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"2,831"
Lima News,"Civitas Media, LLC",Lima,OH,DLY,AAM,09/2012-AR,"36,420","28,530"
Lincoln Journal,GateHouse Media,Lincoln,MA,WKL,AAM,03/2013-AR,,932
Lincoln Journal Star,"Lee Enterprises, Incorporated",Lincoln,NE,DLY,AAM,03/2013-AR,"62,706","50,784"
Litchfield County Times,Digital First Media,Litchfield,CT,WKL,AAM,12/2011-AR,,"4,303"
Little Ferry Local,North Jersey Media Group,Hackensack,NJ,WKL,AAM,12/2013-AR,,"3,698"
Littleton Independent,GateHouse Media,Littleton,MA,WKL,AAM,03/2013-AR,,"1,197"
Livingston County Daily Press & Argus,Gannett Company Inc.,Howell,MI,CND,AAM,09/2013-AR,"15,418","10,571"
Livonia Observer,Gannett Newspapers,Livonia,MI,WKL,CAC,03/2012-AR,"13,589","13,137"
Lockport Union-Sun & Journal,"Community Newspaper Holdings, Inc. (CNHI)",Lockport,NY,DLY,AAM,09/2012-AR,"7,308","8,148"
Lodi News-Sentinel,Lodi News-Sentinel,Lodi,CA,DLY,CAC,03/2013-AR,,"13,007"
Lombard Spectator,Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"8,386"
Lompoc Record,"Lee Enterprises, Incorporated",Lompoc (Santa Barbara Co.),CA,CND,AAM,09/2013-AR,"3,565","3,203"
Longview News-Journal,Texas Community Media LLC,Longview,TX,DLY,AAM,06/2012-AR,"26,042","22,335"
Lonsdale Area News Review,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,"2,487"
Los Angeles Times,Tribune Publishing Company,Los Angeles,CA,DLY,AAM,03/2013-AR,"958,023","647,723"
Los Angeles Times-Hoy,Tribune Publishing Company,Los Angeles,CA,BE,AAM,03/2013-AR,,"98,586"
Los Banos Enterprise,McClatchy Company,Los Banos,CA,CNW,AAM,09/2013-AR,,"3,085"
Loudoun Times-Mirror,Virginia News Group,Leesburg,VA,WKL,CAC,09/2013-AR,,"57,301"
Lubbock Avalanche-Journal,Morris Publishing Group,Lubbock,TX,DLY,AAM,09/2012-AR,"44,191","34,857"
Ludington Daily News,Community Media Group,Ludington,MI,DLY,AAM,03/2012-AR,,"6,832"
Luxury Magazine,Stephens Media Group,Las Vegas,NV,WKL,CAC,09/2013-AR,,
Macomb Daily,21st Century Media,Mount Clemens,MI,DLY,AAM,03/2012-AR,"66,882","51,114"
Macomb Daily-Macomb Plus,21st Century Media,Mount Clemens,MI,BE,AAM,Click Qtrly,,
Macomb-Clinton Chronicle,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"27,386"
Madison-Park News,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"19,517"
Mail Tribune,"Local Media Group, Inc.",Medford,OR,DLY,AAM,12/2013-AR,"22,764","22,192"
Mail Tribune-Ashland Daily Tidings,"Local Media Group, Inc.",Medford,OR,BE,AAM,12/2013-AR,"1,539","1,522"
Mail Tribune-Savvy Living,"Local Media Group, Inc.",Medford,OR,BE,AAM,Click Qtrly,,
Main Line Suburban Life,Journal Register Publishing Company,Ardmore,PA,WKL,CAC,06/2013-AR,,"4,672"
Main Line Times,Journal Register Publishing Company,Ardmore,PA,WKL,CAC,06/2013-AR,,"4,802"
Mainstreet Marketplace,Penn Jersey Advance,Easton,PA,WKL,AAM,03/2013-AR,,"48,695"
Malden Observer,GateHouse Media,Malden,MA,WKL,AAM,03/2013-AR,,"1,314"
Manchester Enterprise,Heritage Newspapers,Manchester,MI,WKL,CAC,03/2014-AR,,839
Manitoulin Expositor,"Manitoulin Publishing Co., Ltd.",Little Current,ON,WKL,AAM,03/2014-AR,,"5,167"
Manitoulin West Recorder,"Manitoulin Publishing Co., Ltd.",Gore Bay,ON,WKL,AAM,03/2014-AR,,"1,416"
Manville News,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,533
Marblehead Reporter,GateHouse Media,Marblehead,MA,WKL,AAM,03/2013-AR,,"4,678"
Marietta Daily Journal,Times-Journal Inc.,Marietta,GA,CND,AAM,12/2012-AR,"15,697","15,447"
Marietta Times,"Ogden Newspapers, Inc.",Marietta,OH,CND,AAM,03/2012-AR,"11,099","9,272"
Marion Star,Gannett Company Inc.,Marion,OH,CND,AAM,03/2013-AR,"8,595","6,610"
Marshfield Mariner,GateHouse Media,Marshfield,MA,WKL,AAM,03/2013-AR,,"3,172"
Marshfield News-Herald,Gannett Company Inc.,Marshfield,WI,CND,AAM,06/2013-AR,,"7,916"
Martinsville Bulletin,"Martinsville Bulletin, Inc.",Martinsville,VA,CND,AAM,12/2012-AR,"16,202","13,750"
Maryland Family,Patuxent Publishing Company,Baltimore,MD,WKL,CAC,09/2013-AR,,
Maryland Gazette,"Capital-Gazette Communications, Inc.",Glen Burnie,MD,CNW,AAM,09/2012-AR,,"20,586"
Maryland Independent,Southern Maryland Newspapers,Waldorf,MD,WKL,CAC,09/2013-AR,,"16,861"
Marysville Globe,Sound Publishing,Marysville,WA,WKL,CAC,03/2012-AR,,"16,634"
Maui News,"Ogden Newspapers, Inc.",Wailuku,HI,CND,AAM,03/2013-AR,"19,662","17,387"
Meadville Tribune,"Community Newspaper Holdings, Inc. (CNHI)",Meadville,PA,CND,AAM,06/2012-AR,"11,500","11,758"
Mechanicsville Local,"Richmond Suburban Newspapers, Inc.",Mechanicsville,VA,WKL,CAC,06/2013-AR,,"29,872"
Medfield Press,GateHouse Media,Medfield,MA,WKL,AAM,03/2013-AR,,"1,017"
Medford Transcript,GateHouse Media,Medford,MA,WKL,AAM,03/2013-AR,,"3,071"
Medicine Hat News,"Alberta Newspaper Group, Inc.",Medicine Hat,AB,DLY,AAM,12/2011-AR,,"11,404"
Medina Sun,"Advance Publications, Inc.",Cleveland,OH,WKL,AAM,09/2013-AR,,"7,537"
Melrose Free Press,GateHouse Media,Melrose,MA,WKL,AAM,03/2013-AR,,"2,311"
Memorial Press Group Newspapers,Memorial Press Group Newspapers,Marshfield,MA,WKL,CAC,09/2013-AR,,"23,277"
Merced Sun-Star,McClatchy Company,Merced,CA,CND,AAM,09/2013-AR,"15,146","12,409"
Mercer Island Reporter,Sound Publishing,Mercer Island,WA,WKL,CAC,03/2012-AR,,"3,102"
Mercury,21st Century Media,Pottstown,PA,CND,AAM,09/2012-AR,"26,425","24,757"
Meridian Press,Pioneer Publishing,Nampa,ID,WKL,CAC,03/2014-AR,,"14,951"
Meridian Star,"Community Newspaper Holdings, Inc. (CNHI)",Meridian,MS,CND,AAM,12/2013-AR,"10,304","8,494"
Messenger,"Ogden Newspapers, Inc.",Fort Dodge,IA,CND,AAM,06/2013-AR,"14,864","12,665"
Messenger Post,Messenger Post Newspapers,Canandaigua,NY,DLY,CAC,06/2012-AR,"9,858","8,018"
Messenger Post Newspapers,Messenger Post Newspapers,Canandaigua,NY,WKL,CAC,06/2012-AR,,"94,621"
Messenger-Press,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,"1,554"
"Metro Boston, LLC","Metro Boston, LLC",Boston,MA,DLY,CAC,09/2013-AR,,"130,122"
Metro New York,"Metro New York, LLC",New York,NY,WKL,CAC,09/2013-AR,,"305,968"
Metro Philadelphia,Metro LLC,Philadelphia,PA,DLY,CAC,09/2013-AR,,"117,454"
Metro Puerto Rico LLC,Metro International S.A.,Guaynabo,PR,DLY,CAC,03/2014-AR,,"114,159"
Metrowest Daily News,GateHouse Media,Framingham,MA,CND,AAM,03/2013-AR,"21,539","17,196"
MIAMI HERALD/EL NUEVO HERALD,McClatchy Company,Miami,FL,DLY,AAM,06/2013-AR,"256,563","191,426"
Miami Times,Miami Times Inc.,Miami,FL,WKL,AAM,06/2012-AR,,"19,046"
Midland Daily News,Hearst Newspapers,Midland,MI,CND,AAM,09/2013-AR,"13,862","10,772"
Midland Reporter-Telegram,Hearst Newspapers,Midland,TX,CND,AAM,06/2013-AR,"17,871","14,159"
Midtown Raleigh News,A Div. of the News and Observer Pub. Co.,Raleigh,NC,WKL,CAC,03/2012-AR,"68,479","63,554"
Milan News-Leader,Heritage Newspapers,Saline,MI,WKL,CAC,03/2014-AR,,792
Milford Chronicle,Independent Newsmedia Inc USA,Milford,DE,WKL,CAC,12/2012-AR,,"6,717"
Milford Daily News,GateHouse Media,Milford,MA,CND,AAM,03/2013-AR,"6,150","5,727"
Milford Times,Gannett Newspapers,Livonia,MI,WKL,CAC,03/2012-AR,,"4,543"
Mille Lacs County Times,ECM Publishers Inc.,Milaca,MN,WKL,CAC,12/2012-AR,,"1,911"
The Millerton News,"The Lakeville Journal Company, LLC",Lakeville,CT,WKL,CAC,09/2013-AR,,"1,354"
Milton Neighbor,"Neighbor Newspapers, Inc.",Marietta,GA,WKL,CAC,12/2012-AR,,"3,974"
Milwaukee Journal Sentinel,"Journal Communications, Inc.",Milwaukee,WI,DLY,AAM,03/2013-AR,"329,203","202,573"
Milwaukee Journal Sentinel-Packer Plus,"Journal Communications, Inc.",Milwaukee,WI,BE,AAM,03/2013-AR,,"10,632"
Milwaukee Journal Sentinel-Taste Of Milwaukee Journal Sentinel,"Journal Communications, Inc.",Milwaukee,WI,BE,AAM,03/2013-AR,"10,083",
Mining Journal,"Ogden Newspapers, Inc.",Marquette,MI,CND,AAM,03/2013-AR,"13,904","11,618"
Minnesota River Valley Shopper,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,"11,154",
Minnetonka/Hopkins,ECM-Sun Group LLC,Eden Prairie,MN,WKL,CAC,09/2012-AR,,"16,833"
Minot Daily News,"Ogden Newspapers, Inc.",Minot,ND,CND,AAM,03/2014-AR,"15,544","14,347"
Minuteman Newspapers,21st Century Media,Westport,CT,WKL,CAC,12/2011-AR,,"32,263"
